query,len,len_bucket,wws_urls
period pad coles,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=period%20pad%20coles
coles frozen prawn,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20frozen%20prawn
oates massive mop,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=oates%20massive%20mop
nivea invisible deodorant,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=nivea%20invisible%20deodorant
coconut hair oil,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coconut%20hair%20oil
mosquito plug in,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=mosquito%20plug%20in
red tractor paleo,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20tractor%20paleo
baked beans sp,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=baked%20beans%20sp
golden north twins,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=golden%20north%20twins
bird eye fries,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bird%20eye%20fries
orange mango coles,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=orange%20mango%20coles
freeze dried miso,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=freeze%20dried%20miso
coles corn niblets,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20corn%20niblets
souvlaki and pizza,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=souvlaki%20and%20pizza
rexona womens deodorant,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=rexona%20womens%20deodorant
beef stock p,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=beef%20stock%20p
coles roast gravy,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20roast%20gravy
vittoria coffee kg,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=vittoria%20coffee%20kg
rspca chicken fillets,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=rspca%20chicken%20fillets
chocolate cooking b,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chocolate%20cooking%20b
nrl work sox,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=nrl%20work%20sox
eggs free range,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=eggs%20free%20range
chips and cheese,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chips%20and%20cheese
yogurt dairy farmer,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=yogurt%20dairy%20farmer
coles dishwashing tablets,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20dishwashing%20tablets
greens pancake shake,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=greens%20pancake%20shake
fig and cam,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=fig%20and%20cam
frozen mixed berry,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=frozen%20mixed%20berry
toilet power gel,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=toilet%20power%20gel
brown flax seeds,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=brown%20flax%20seeds
taco seasoning mix,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=taco%20seasoning%20mix
bosistios multipurpose cleaner,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bosistios%20multipurpose%20cleaner
water ice,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=water%20ice
coles can drink,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20can%20drink
always fresh mini,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=always%20fresh%20mini
earth washing conc,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=earth%20washing%20conc
chicken vege pies,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20vege%20pies
coles coconut cream,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20coconut%20cream
ixl forest fruits,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=ixl%20forest%20fruits
coles ham,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20ham
chocolate shells guylian,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chocolate%20shells%20guylian
hand wash liuid,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=hand%20wash%20liuid
tomato bolognaise sauce,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tomato%20bolognaise%20sauce
olay regenerist adva,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=olay%20regenerist%20adva
party pies sausage,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=party%20pies%20sausage
eggs farm fresh,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=eggs%20farm%20fresh
red capsicum,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20capsicum
masterfood barbecue sauce,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=masterfood%20barbecue%20sauce
curry paste red,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=curry%20paste%20red
lamb mini roast,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=lamb%20mini%20roast
chunky tomato salsa,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chunky%20tomato%20salsa
steggles garlic chicken,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=steggles%20garlic%20chicken
coles beef blade,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20beef%20blade
caramel top fill,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=caramel%20top%20fill
american bbq sl,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=american%20bbq%20sl
coles tuna smoke,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20tuna%20smoke
cedel dry shampoo,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cedel%20dry%20shampoo
cadburys curly wurly,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cadburys%20curly%20wurly
hot water bottle,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=hot%20water%20bottle
tinned salmon john,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tinned%20salmon%20john
rolled oats quick,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=rolled%20oats%20quick
canned baby carrots,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=canned%20baby%20carrots
coles cloudy apple,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20cloudy%20apple
bega cheese s,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bega%20cheese%20s
lindt orange chocolate,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=lindt%20orange%20chocolate
uncle toby oat,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20toby%20oat
pear and cinnamon,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pear%20and%20cinnamon
heritage mills bars,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=heritage%20mills%20bars
twinings pure camo,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=twinings%20pure%20camo
straight cut potato,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=straight%20cut%20potato
celebrate health,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=celebrate%20health
twinings pure camomile,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=twinings%20pure%20camomile
prawns tails off,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=prawns%20tails%20off
nivea sensitive deoderant,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=nivea%20sensitive%20deoderant
can pie apple,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=can%20pie%20apple
whiskas can cat,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=whiskas%20can%20cat
coke cola can,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coke%20cola%20can
plant based meat,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=plant%20based%20meat
pink lady loose,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pink%20lady%20loose
vileda mop bucket,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=vileda%20mop%20bucket
light soy sau,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=light%20soy%20sau
french salad dressing,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=french%20salad%20dressing
brown sugar cinnamon,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=brown%20sugar%20cinnamon
pretzel peanut butter,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pretzel%20peanut%20butter
uncle toby anti,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20toby%20anti
campbell corn soup,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=campbell%20corn%20soup
coles natural macadamia,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20natural%20macadamia
gravox cheese sauc,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=gravox%20cheese%20sauc
coles ziplock bag,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20ziplock%20bag
gravox white sauce,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=gravox%20white%20sauce
uncle tobys brea,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20tobys%20brea
lactose free coles,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=lactose%20free%20coles
devondale cheese block,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=devondale%20cheese%20block
resealable bag med,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=resealable%20bag%20med
oats spray mop,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=oats%20spray%20mop
triple chocolate muffins,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=triple%20chocolate%20muffins
my dog crafted,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=my%20dog%20crafted
forme no fat,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=forme%20no%20fat
chocolate chip bisc,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chocolate%20chip%20bisc
pure natural coconut,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pure%20natural%20coconut
vegie delights nut,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=vegie%20delights%20nut
banana split icecream,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=banana%20split%20icecream
plastic zip bag,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=plastic%20zip%20bag
coffee oro kg,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coffee%20oro%20kg
dare flavoured milk,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dare%20flavoured%20milk
stir fry maggi,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=stir%20fry%20maggi
shortcut rindless bacon,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=shortcut%20rindless%20bacon
dettol in hands,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dettol%20in%20hands
chicken cashew sauce,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20cashew%20sauce
balsamic vinegar gl,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=balsamic%20vinegar%20gl
libra regular pad,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=libra%20regular%20pad
chicken flavour noodle,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20flavour%20noodle
sharwoods asian pouch,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=sharwoods%20asian%20pouch
coles spaghetti cabinara,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20spaghetti%20cabinara
kellogg special k,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=kellogg%20special%20k
icecream on stick,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=icecream%20on%20stick
angus beef sausages,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=angus%20beef%20sausages
pine cleen wipes,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pine%20cleen%20wipes
nestle golden rough,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=nestle%20golden%20rough
chicken thighs fillets,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20thighs%20fillets
flour wholemeal sr,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=flour%20wholemeal%20sr
drumsticks ice cream,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=drumsticks%20ice%20cream
coles snap fro,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20snap%20fro
saltana bran flakes,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=saltana%20bran%20flakes
wash for sensitive,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=wash%20for%20sensitive
curash baby wipes,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=curash%20baby%20wipes
sunflower pumpkin seeds,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=sunflower%20pumpkin%20seeds
coffee ground oro,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coffee%20ground%20oro
campbell tomato soup,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=campbell%20tomato%20soup
cocoa cola,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cocoa%20cola
plain greek yogurt,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=plain%20greek%20yogurt
coles salmon portions,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20salmon%20portions
cleaning wipes dettol,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cleaning%20wipes%20dettol
special breakfast cereal,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=special%20breakfast%20cereal
patch adhesive bandages,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=patch%20adhesive%20bandages
farmers market beef,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=farmers%20market%20beef
pork chops crum,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pork%20chops%20crum
raspberry leaf tea,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=raspberry%20leaf%20tea
choc chip brioche,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=choc%20chip%20brioche
coles rainbow mallows,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20rainbow%20mallows
tea tree sha,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tea%20tree%20sha
lemon scented bags,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=lemon%20scented%20bags
babylove night pants,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=babylove%20night%20pants
uncle tobys berry,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20tobys%20berry
snack pack strawberry,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=snack%20pack%20strawberry
bubble and squ,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bubble%20and%20squ
dine wet food,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dine%20wet%20food
steggles chicken schnitzel,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=steggles%20chicken%20schnitzel
chilli lime dressing,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chilli%20lime%20dressing
huggies pants boy,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=huggies%20pants%20boy
white face washer,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20face%20washer
dairy farmers vanilla,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dairy%20farmers%20vanilla
spring lamb soup,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=spring%20lamb%20soup
black food colour,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=black%20food%20colour
clives curry powder,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=clives%20curry%20powder
zafarelli fettucine,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=zafarelli%20fettucine
xbox gift cards,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=xbox%20gift%20cards
white sugar kg,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20sugar%20kg
red pasta sauce,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20pasta%20sauce
pineapple pieces in,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pineapple%20pieces%20in
continental chicken noo,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=continental%20chicken%20noo
loreal excellence,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=loreal%20excellence
sugar free d,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=sugar%20free%20d
gluten free cross,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=gluten%20free%20cross
soft chew peppermint,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=soft%20chew%20peppermint
gravox gravy mix,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=gravox%20gravy%20mix
dragon and phoe,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dragon%20and%20phoe
money for c,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=money%20for%20c
natures way slimming,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=natures%20way%20slimming
bosisto laundry liquid,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bosisto%20laundry%20liquid
peas carrots co,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=peas%20carrots%20co
stir fried vegetables,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=stir%20fried%20vegetables
chicken breasts,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20breasts
sugar snap b,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=sugar%20snap%20b
buttermilk pancake mix,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=buttermilk%20pancake%20mix
white choc raspberry,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20choc%20raspberry
strawberry raspberry tea,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=strawberry%20raspberry%20tea
white wings gluten,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20wings%20gluten
dog food fish,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dog%20food%20fish
aero chocolate block,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=aero%20chocolate%20block
sweet chilli red,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=sweet%20chilli%20red
cheese kg block,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cheese%20kg%20block
white fondant icing,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20fondant%20icing
leggos tomato squeezy,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=leggos%20tomato%20squeezy
dog canned food,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dog%20canned%20food
soft icing sugar,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=soft%20icing%20sugar
heel balm gold,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=heel%20balm%20gold
rspca chicken thighs,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=rspca%20chicken%20thighs
gluten free baked,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=gluten%20free%20baked
beef stock l,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=beef%20stock%20l
micellar water garnier,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=micellar%20water%20garnier
ice cream corn,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=ice%20cream%20corn
tampons with applicator,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tampons%20with%20applicator
cat food dine,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cat%20food%20dine
hot wheels mon,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=hot%20wheels%20mon
roasted pumpkin dip,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=roasted%20pumpkin%20dip
brioche bun coles,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=brioche%20bun%20coles
k fee capsules,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=k%20fee%20capsules
choc chip mue,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=choc%20chip%20mue
cancer council moisturising,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cancer%20council%20moisturising
darrell lea bullets,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=darrell%20lea%20bullets
cereal fibre plus,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=cereal%20fibre%20plus
vege original multipack,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=vege%20original%20multipack
bird eye peas,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bird%20eye%20peas
chicken breast lily,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20breast%20lily
sugar snap peas,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=sugar%20snap%20peas
gillete fusion pro,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=gillete%20fusion%20pro
parmesan block cheese,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=parmesan%20block%20cheese
continental hot plate,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=continental%20hot%20plate
kellogs lcms kaleidos,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=kellogs%20lcms%20kaleidos
continental dutch curry,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=continental%20dutch%20curry
farmer union yogurt,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=farmer%20union%20yogurt
original bbq sauce,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=original%20bbq%20sauce
bbq tray lids,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bbq%20tray%20lids
organic cherry tomatoes,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=organic%20cherry%20tomatoes
a lite l,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=a%20lite%20l
coles chocolate sna,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20chocolate%20sna
coles frozen mango,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20frozen%20mango
pumpkin soup cam,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pumpkin%20soup%20cam
brown rice basmati,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=brown%20rice%20basmati
king island yoghurt,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=king%20island%20yoghurt
multix greener alfoi,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=multix%20greener%20alfoi
pataks lime pickles,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pataks%20lime%20pickles
treatment for worm,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=treatment%20for%20worm
mexican taco spice,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=mexican%20taco%20spice
tumeric and coconut,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tumeric%20and%20coconut
taft hair spray,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=taft%20hair%20spray
mars m peanuts,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=mars%20m%20peanuts
carefree breathable liners,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=carefree%20breathable%20liners
coles christmas cards,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20christmas%20cards
organic baby spin,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=organic%20baby%20spin
tom yum noo,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tom%20yum%20noo
apple blackberry pie,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=apple%20blackberry%20pie
loreal la petite,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=loreal%20la%20petite
bulla low fat,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bulla%20low%20fat
peas corn car,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=peas%20corn%20car
air wick oil,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=air%20wick%20oil
milk chocolate nestle,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=milk%20chocolate%20nestle
pizza cheese cheese,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=pizza%20cheese%20cheese
hommus and crackers,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=hommus%20and%20crackers
coles oregano leav,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20oregano%20leav
coles meat free,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20meat%20free
blackmore superkids immune,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=blackmore%20superkids%20immune
san remo angel,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=san%20remo%20angel
kan tong peanut,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=kan%20tong%20peanut
bin bag mediu,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=bin%20bag%20mediu
chicken gravy mix,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20gravy%20mix
turmeric nature way,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=turmeric%20nature%20way
heritage mill cara,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=heritage%20mill%20cara
coles chocolate fudge,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20chocolate%20fudge
tempura chicken nuggets,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tempura%20chicken%20nuggets
edgell black beans,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=edgell%20black%20beans
tea earl gray,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tea%20earl%20gray
laundry liquid surf,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=laundry%20liquid%20surf
coca cola glass,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coca%20cola%20glass
darrell lea caramel,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=darrell%20lea%20caramel
jarrah hot cho,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=jarrah%20hot%20cho
san remo trivelle,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=san%20remo%20trivelle
weight watcher coc,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=weight%20watcher%20coc
man size frozen,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=man%20size%20frozen
coles bin bag,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20bin%20bag
mrs macs microwave,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=mrs%20macs%20microwave
mix frozen vegetable,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=mix%20frozen%20vegetable
coles ikin billis,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20ikin%20billis
super protein wellness,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=super%20protein%20wellness
coles chicken teriyaki,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20chicken%20teriyaki
dulce de leche,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dulce%20de%20leche
dry roasted peanuts,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=dry%20roasted%20peanuts
original cream cheese,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=original%20cream%20cheese
spreadable cream cheese,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=spreadable%20cream%20cheese
vege deli crisps,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=vege%20deli%20crisps
spelt and sprouted,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=spelt%20and%20sprouted
fresh flat bread,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=fresh%20flat%20bread
poise super pads,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=poise%20super%20pads
ps love you,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=ps%20love%20you
seeds bread,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=seeds%20bread
tomato ketchup less,3,2,https://www.woolworths.com.au/shop/search/products?searchTerm=tomato%20ketchup%20less
